word,word_norm,phon,skeleton,n_tokens,frequency,relevance_mode,category_mode,n_mispronounced,n_meaning_changed,n_dropped,mispron_rate,meaning_change_rate,n_surface_forms,surface_forms,tier,n_variants_kept,variants
आज कल,आज कल,aJaKaL,JKL,2,1,3,other,1,0,0,1.0,0.0,1,आज कल,long_tail,1,आजकल (1)
खड़ा होगा,खडा होगा,KaDaHoKa,KDHK,2,1,3,concern,0,0,0,0.0,0.0,1,खड़ा होगा,long_tail,0,
चिनिया केला,चिनिया केला,CiNiYaKeLa,CNYKL,2,1,2,variety,1,0,0,1.0,0.0,1,चिनिया केला,long_tail,1,चीनीया केला (1)
भिंडा,भिंडा,BinDa,BD,1,1,4,crop,1,1,1,1.0,1.0,1,भिंडा,long_tail,0,
छावा,छावा,CaBa,CB,1,1,3,other,1,0,0,1.0,0.0,1,छावा,long_tail,1,छांव (1)
फल देते हैं,फल देते हैं,PaLaDeTeHe,PLDTH,3,1,3,activity_method,0,0,0,0.0,0.0,1,फल देते हैं,phrase,0,
गर्भधारण नहीं कर रही है,गर्भधारण नहीं कर रही है,KaRBaDaRaNaNaHinKaRaRaHiHe,KRBDRNNHKRRHH,5,1,4,concern,1,0,0,1.0,0.0,1,गर्भधारण नहीं कर रही है,phrase,0,
डालाएं,डालाएं,DaLae,DL,1,1,3,activity_method,1,1,0,1.0,1.0,1,डालाएं,long_tail,1,डाला है (1)
पियर पत्ता,पियर पत्ता,PiYaRaPaTa,PYRPT,2,1,4,concern,1,1,0,1.0,1.0,1,पियर पत्ता,long_tail,1,पिया सस्ता (1)
फुंसा,फुंसा,PunSa,PS,1,1,4,concern,1,0,0,1.0,0.0,1,फुंसा,long_tail,1,फुंसी (1)
इकानवे जीरो आठ,इकानवे जीरो आठ,iKaNaBeJiRoaT,KNBJRT,3,1,2,variety,1,0,0,1.0,0.0,1,इकानवे जीरो आठ,phrase,0,
प्रथम कृषि रोडमैप,प्रथम कृषि रोडमैप,PRaTaMaKriSiRoDaMeP,PRTMKSRDMP,3,1,4,other,1,0,0,1.0,0.0,1,प्रथम कृषि रोडमैप,phrase,1,प्रथम कृषि रोड मैप (1)
स्थापना,स्थापना,STaPaNa,STPN,1,1,3,activity_method,0,0,0,0.0,0.0,1,स्थापना,long_tail,0,
ग्लूटेन,ग्लूटेन,KLuTeN,KLTN,1,1,4,other,0,0,0,0.0,0.0,1,ग्लूटेन,long_tail,0,
सूजी,सूजी,SuJi,SJ,1,1,4,other,0,0,0,0.0,0.0,1,सूजी,long_tail,0,
डाल सकते,डाल सकते,DaLaSaKaTe,DLSKT,2,1,3,activity_method,0,0,0,0.0,0.0,1,डाल सकते,long_tail,0,
पहिलका,पहिलका,PaHiLaKa,PHLK,1,1,3,growth_stage,1,0,0,1.0,0.0,1,पहिलका,long_tail,1,पहेलका (1)
झांट,झांट,JanT,JT,1,1,3,growth_stage,0,0,0,0.0,0.0,1,झांट,long_tail,0,
कितना साल,कितना साल,KiTaNaSaL,KTNSL,2,1,3,quantity_unit,0,0,0,0.0,0.0,1,कितना साल,long_tail,0,
छोड़ देने,छोड देने,CoDaDeNe,CDDN,2,1,3,activity_method,0,0,0,0.0,0.0,1,छोड़ देने,long_tail,0,
मुह चूहे,मुह चूहे,MuHaCuHe,MHCH,2,1,4,concern,1,0,0,1.0,0.0,1,मुह चूहे,long_tail,1,मुंह चूहे (1)
छींक,छींक,CinK,CK,1,1,4,concern,0,0,0,0.0,0.0,1,छींक,long_tail,0,
राम तराई,राम तराई,RaMaTaRai,RMTR,2,1,2,crop,1,1,0,1.0,1.0,1,राम तराई,long_tail,1,रंतुरई (1)
सेमलीस,सेमलीस,SeMaLiS,SMLS,1,1,4,fertilizer_chemical,1,0,0,1.0,0.0,1,सेमलीस,long_tail,1,सेमोडिस (1)
अर्ध गलन,अर्ध गलन,aRDaKaLaN,RDKLN,2,1,4,concern,1,0,0,1.0,0.0,1,अर्ध गलन,long_tail,1,अर्ध गलने (1)
गैर जैविक,गैर जैविक,KeRaJeBiK,KRJBK,2,1,3,activity_method,0,0,0,0.0,0.0,1,गैर जैविक,long_tail,0,
बीज रहे,बीज रहे,BiJaRaHe,BJRH,2,1,4,concern,0,0,0,0.0,0.0,1,बीज रहे,long_tail,0,
कृषि सेंटर,कृषि सेंटर,KriSiSenTaR,KSSTR,2,1,2,location,0,0,0,0.0,0.0,1,कृषि सेंटर,long_tail,0,
घड़,घड,KaD,KD,1,1,4,other,1,1,0,1.0,1.0,1,घड़,long_tail,1,घर (1)
मारने वाला घास,मारने वाला घास,MaRaNeBaLaKaS,MRNBLKS,3,1,4,concern,0,0,0,0.0,0.0,1,मारने वाला घास,phrase,0,
मसाला वाला धनिया,मसाला वाला धनिया,MaSaLaBaLaDaNiYa,MSLBLDNY,3,1,4,crop,0,0,0,0.0,0.0,1,मसाला वाला धनिया,phrase,0,
पिन कोड,पिन कोड,PiNaKoD,PNKD,2,1,3,other,0,0,0,0.0,0.0,1,पिन कोड,long_tail,0,
कोकड़,कोकड,KoKaD,KKD,1,1,4,concern,1,1,0,1.0,1.0,1,कोकड़,long_tail,1,फिर को कर (1)
कौ दिन,कौ दिन,KoDiN,KDN,2,1,4,quantity_unit,1,0,0,1.0,0.0,1,कौ दिन,long_tail,1,कय दिन बाद (1)
निकल गया है,निकल गया है,NiKaLaKaYaHe,NKLKYH,3,1,4,concern,0,0,0,0.0,0.0,1,निकल गया है,phrase,0,
कितने कितने दिन पहले,कितने कितने दिन पहले,KiTaNeKiTaNeDiNaPaHaLe,KTNKTNDNPHL,4,1,4,quantity_unit,0,0,0,0.0,0.0,1,कितने कितने दिन पहले,phrase,0,
बयान,बयान,BaYaN,BYN,1,1,3,other,1,1,0,1.0,1.0,1,बयान,long_tail,1,अभियान (1)
गर्भ नहीं कर रहा,गर्भ नहीं कर रहा,KaRBaNaHinKaRaRaHa,KRBNHKRRH,4,1,4,concern,0,0,0,0.0,0.0,1,गर्भ नहीं कर रहा,phrase,0,
ठीक ठाक,ठीक ठाक,TiKaTaK,TKTK,2,1,3,concern,0,0,0,0.0,0.0,1,ठीक ठाक,long_tail,0,
लगकर,लगकर,LaKaKaR,LKKR,1,1,3,growth_stage,1,1,0,1.0,1.0,1,लगकर,long_tail,1,लाकर (1)
जन्मने,जन्मने,JaNMaNe,JNMN,1,1,3,growth_stage,1,0,0,1.0,0.0,1,जन्मने,long_tail,1,जमने (1)
पककर,पककर,PaKaKaR,PKKR,1,1,3,growth_stage,0,0,0,0.0,0.0,1,पककर,long_tail,0,
क्लोरो पायरी फॉस,क्लोरो पायरी फोस,KLoRoPaYaRiPoS,KLRPYRPS,3,1,4,fertilizer_chemical,1,0,0,1.0,0.0,1,क्लोरो पायरी फॉस,phrase,1,क्लोरोपैरीफोस (1)
दूर करे,दूर करे,DuRaKaRe,DRKR,2,1,3,activity_method,0,0,0,0.0,0.0,1,दूर करे,long_tail,0,
कृष्ण,कृष्ण,KriSN,KSN,1,1,2,variety,1,1,0,1.0,1.0,1,कृष्ण,long_tail,1,किस्म (1)
पीला पीला दाग,पीला पीला दाग,PiLaPiLaDaK,PLPLDK,3,1,4,concern,0,0,0,0.0,0.0,1,पीला पीला दाग,phrase,0,
खत्म होने के बाद,खत्म होने के बाद,KaTMaHoNeKeBaD,KTMHNKBD,4,1,3,growth_stage,0,0,0,0.0,0.0,1,खत्म होने के बाद,phrase,0,
पानी स्तर,पानी स्तर,PaNiSTaR,PNSTR,2,1,4,quantity_unit,0,0,0,0.0,0.0,1,पानी स्तर,long_tail,0,
बोटल ब्रश,बोटल ब्रश,BoTaLaBRaS,BTLBRS,2,1,4,crop,1,0,0,1.0,0.0,1,बोटल ब्रश,long_tail,1,बोतल ब्रश (1)
मल्टीपरपज,मल्टीपरपज,MaLTiPaRaPaJ,MLTPRPJ,1,1,4,activity_method,0,0,0,0.0,0.0,1,मल्टीपरपज,long_tail,0,
कोबिया बान,कोबिया बान,KoBiYaBaN,KBYBN,2,1,4,concern,1,0,0,1.0,0.0,1,कोबिया बान,long_tail,1,खोबिया बांध (1)
पंजाब,पंजाब,PanJaB,PJB,1,1,2,location,1,1,0,1.0,1.0,1,पंजाब,long_tail,1,ऊपर देख (1)
पाल पाल,पाल पाल,PaLaPaL,PLPL,2,1,4,concern,1,1,0,1.0,1.0,1,पाल पाल,long_tail,0,
बीही,बीही,BiHi,BH,1,1,3,variety,1,0,0,1.0,0.0,1,बीही,long_tail,1,भी (1)
बिल्ड,बिल्ड,BiLD,BLD,1,1,4,concern,1,0,0,1.0,0.0,1,बिल्ड,long_tail,1,बिल्ट (1)
चित्राकूट,चित्राकूट,CiTRaKuT,CTRKT,1,1,2,variety,1,0,0,1.0,0.0,1,चित्राकूट,long_tail,1,चित्रकूट (1)
ना हो रहा,ना हो रहा,NaHoRaHa,NHRH,3,1,4,concern,0,0,0,0.0,0.0,1,ना हो रहा,phrase,0,
महत्वपूर्ण चीज,महत्वपूर्ण चीज,MaHaTBaPuRNaCiJ,MHTBPRNCJ,2,1,3,other,0,0,0,0.0,0.0,1,महत्वपूर्ण चीज,long_tail,0,
जरूरी चीज,जरूरी चीज,JaRuRiCiJ,JRRCJ,2,1,3,other,0,0,0,0.0,0.0,1,जरूरी चीज,long_tail,0,
जहरीला,जहरीला,JaHaRiLa,JHRL,1,1,4,fertilizer_chemical,0,0,0,0.0,0.0,1,जहरीला,long_tail,0,
भुरभुरी,भुरभुरी,BuRaBuRi,BRBR,1,1,3,activity_method,1,1,0,1.0,1.0,1,भुरभुरी,long_tail,1,गुडगुडी (1)
सनी हुई,सनी हुई,SaNiHui,SNH,2,1,3,activity_method,1,1,0,1.0,1.0,1,सनी हुई,long_tail,1,सडी हुई (1)
गोइठा,गोइठा,KoiTa,KT,1,1,4,livestock,1,0,0,1.0,0.0,1,गोइठा,long_tail,1,गोठा (1)
झिल्ली की तरह,झिल्ली की तरह,JiLiKiTaRa,JLKTR,3,1,3,concern,0,0,0,0.0,0.0,1,झिल्ली की तरह,phrase,0,
खैरी,खैरी,KeRi,KR,1,1,4,concern,1,0,0,1.0,0.0,1,खैरी,long_tail,1,खैर (1)
खुड़,खुड,KuD,KD,1,1,4,concern,1,0,0,1.0,0.0,1,खुड़,long_tail,1,खुरैल (1)
ओकी,ओकी,oKi,K,1,1,4,concern,1,0,0,1.0,0.0,1,ओकी,long_tail,1,पोकी (1)
बड़ा होकर के,बडा होकर के,BaDaHoKaRaKe,BDHKRK,3,1,3,growth_stage,0,0,0,0.0,0.0,1,बड़ा होकर के,phrase,0,
लाते,लाते,LaTe,LT,1,1,3,activity_method,1,1,0,1.0,1.0,1,लाते,long_tail,1,नापते हैं (1)
मारेगी,मारेगी,MaReKi,MRK,1,1,3,activity_method,0,0,0,0.0,0.0,1,मारेगी,long_tail,0,
ग्रोथ करेगा,ग्रोथ करेगा,KRoTaKaReKa,KRTKRK,2,1,3,growth_stage,0,0,0,0.0,0.0,1,ग्रोथ करेगा,long_tail,0,
कुल्थी,कुल्थी,KuLTi,KLT,1,1,4,crop,1,0,0,1.0,0.0,1,कुल्थी,long_tail,1,कुर्थी (1)
फर्टिलाइजर्स,फर्टिलाइजर्स,PaRTiLaiJaRS,PRTLJRS,1,1,4,fertilizer_chemical,0,0,0,0.0,0.0,1,फर्टिलाइजर्स,long_tail,0,
बोध वाला घास,बोध वाला घास,BoDaBaLaKaS,BDBLKS,3,1,4,concern,1,1,0,1.0,1.0,1,बोध वाला घास,phrase,1,दूध वाला घास (1)
पूरे जीवन काल,पूरे जीवन काल,PuReJiBaNaKaL,PRJBNKL,3,1,3,growth_stage,1,0,0,1.0,0.0,1,पूरे जीवन काल,phrase,1,पूरे जीवनकाल (1)
फुलाया गया,फुलाया गया,PuLaYaKaYa,PLYKY,2,1,4,concern,1,0,0,1.0,0.0,1,फुलाया गया,long_tail,1,फुला के (1)
फोड़ने,फोडने,PoDaNe,PDN,1,1,3,activity_method,0,0,0,0.0,0.0,1,फोड़ने,long_tail,0,
फूल आ गया है,फूल आ गया है,PuLaKaYaHe,PLKYH,4,1,3,growth_stage,1,1,0,1.0,1.0,1,फूल आ गया है,phrase,1,पूरा आ गया है (1)
नहीं ठहरा रहा,नहीं ठहरा रहा,NaHinTaHaRaRaHa,NHTHRRH,3,1,4,concern,0,0,0,0.0,0.0,1,नहीं ठहरा रहा,phrase,0,
अंगद,अंगद,anKaD,KD,1,1,4,concern,1,1,0,1.0,1.0,1,अंगद,long_tail,1,फंगस (1)
मुंह सटा सट,मुंह सटा सट,MunHaSaTaSaT,MHSTST,3,1,4,concern,0,0,0,0.0,0.0,1,मुंह सटा सट,phrase,0,
फुल डिटेल्स,फुल डिटेल्स,PuLaDiTeLS,PLDTLS,2,1,3,activity_method,0,0,0,0.0,0.0,1,फुल डिटेल्स,long_tail,0,
तीस साल,तीस साल,TiSaSaL,TSSL,2,1,3,quantity_unit,1,0,0,1.0,0.0,1,तीस साल,long_tail,1,30 साल (1)
मोटा करने का उपाय,मोटा करने का उपाय,MoTaKaRaNeKauPaY,MTKRNKPY,4,1,3,activity_method,1,0,0,1.0,0.0,1,मोटा करने का उपाय,phrase,1,मोटा बनाएं (1)
भोपाल,भोपाल,BoPaL,BPL,1,1,2,location,0,0,0,0.0,0.0,1,भोपाल,long_tail,0,
कृषि अनुसंधान केंद्रों,कृषि अनुसंधान केंद्रों,KriSiaNuSanDaNaKenDRo,KSNSDNKDR,3,1,4,other,0,0,0,0.0,0.0,1,कृषि अनुसंधान केंद्रों,phrase,0,
हुसैनी केसरिया,हुसैनी केसरिया,HuSeNiKeSaRiYa,HSNKSRY,2,1,2,location,0,0,0,0.0,0.0,1,हुसैनी केसरिया,long_tail,0,
कुर्फी,कुर्फी,KuRPi,KRP,1,1,4,crop,1,0,0,1.0,0.0,1,कुर्फी,long_tail,1,कुर्ती (1)
ठंडी वाला,ठंडी वाला,TanDiBaLa,TDBL,2,1,2,variety,0,0,0,0.0,0.0,1,ठंडी वाला,long_tail,0,
बुवा जाना,बुवा जाना,BuBaJaNa,BBJN,2,1,3,activity_method,1,0,0,1.0,0.0,1,बुवा जाना,long_tail,1,बो बो जान (1)
एसेना,एसेना,eSeNa,SN,1,1,4,concern,1,1,0,1.0,1.0,1,एसेना,long_tail,1,स्नेह (1)
पाँच मंथ,पांच मंथ,PanCaManT,PCMT,2,1,3,growth_stage,1,0,0,1.0,0.0,1,पाँच मंथ,long_tail,1,5 मंथ (1)
मंसूर,मंसूर,ManSuR,MSR,1,1,4,crop,1,1,0,1.0,1.0,1,मंसूर,long_tail,1,मस्त (1)
ऑटोमैटिक,ऑटोमैटिक,oToMeTiK,TMTK,1,1,3,other,1,0,0,1.0,0.0,1,ऑटोमैटिक,long_tail,1,ऑटोमेटिक (1)
गल के,गल के,KaLaKe,KLK,2,1,3,concern,1,1,0,1.0,1.0,1,गल के,long_tail,1,गर्ल के (1)
नहीं बढ़ रहे हैं,नहीं बढ रहे हैं,NaHinBaDaRaHeHe,NHBDRHH,4,1,4,concern,0,0,0,0.0,0.0,1,नहीं बढ़ रहे हैं,phrase,0,
बॉब,बोब,BoB,BB,1,1,4,crop,1,1,0,1.0,1.0,1,बॉब,long_tail,1,वो (1)
टिटुआ,टिटुआ,TiTua,TT,1,1,4,concern,1,0,0,1.0,0.0,1,टिटुआ,long_tail,1,तितुरा (1)
पकड़ रही,पकड रही,PaKaDaRaHi,PKDRH,2,1,3,activity_method,1,0,0,1.0,0.0,1,पकड़ रही,long_tail,1,पकड रहे (1)
विशेष उपचार,विशेष उपचार,BiSeSauPaCaR,BSSPCR,2,1,3,activity_method,1,1,0,1.0,1.0,1,विशेष उपचार,long_tail,1,विशेष चार्ट (1)
गब्भा टाइम,गब्भा टाइम,KaBaTaiM,KBTM,2,1,3,growth_stage,1,1,0,1.0,1.0,1,गब्भा टाइम,long_tail,1,भर टाइम (1)
नहीं मिलता है,नहीं मिलता है,NaHinMiLaTaHe,NHMLTH,3,1,4,concern,1,0,0,1.0,0.0,1,नहीं मिलता है,phrase,1,नहीं मिलता (1)
ज्यादा बढ़ाये,ज्यादा बढाये,JYaDaBaDaYe,JYDBDY,2,1,3,activity_method,0,0,0,0.0,0.0,1,ज्यादा बढ़ाये,long_tail,0,
ले रहे हैं,ले रहे हैं,LeRaHeHe,LRHH,3,1,3,other,0,0,0,0.0,0.0,1,ले रहे हैं,phrase,0,
दे रहे हैं,दे रहे हैं,DeRaHeHe,DRHH,3,1,3,activity_method,1,0,0,1.0,0.0,1,दे रहे हैं,phrase,1,दे रही है (1)
बीटा,बीटा,BiTa,BT,1,1,4,concern,1,1,0,1.0,1.0,1,बीटा,long_tail,1,डाटा (1)
दूध कम दे रही है,दूध कम दे रही है,DuDaKaMaDeRaHiHe,DDKMDRHH,5,1,4,concern,0,0,0,0.0,0.0,1,दूध कम दे रही है,phrase,0,
पकरने,पकरने,PaKaRaNe,PKRN,1,1,3,activity_method,1,0,0,1.0,0.0,1,पकरने,long_tail,1,पकडने (1)
गोटी,गोटी,KoTi,KT,1,1,4,other,1,0,0,1.0,0.0,1,गोटी,long_tail,0,
उत्तम उपाय,उत्तम उपाय,uTaMauPaY,TMPY,2,1,3,activity_method,0,0,0,0.0,0.0,1,उत्तम उपाय,long_tail,0,
पाठ वन,पाठ वन,PaTaBaN,PTBN,2,1,3,activity_method,1,0,0,1.0,0.0,1,पाठ वन,long_tail,1,पटवन (1)
पूर्वा,पूर्वा,PuRBa,PRB,1,1,4,other,1,0,0,1.0,0.0,1,पूर्वा,long_tail,1,पूरब (1)
कोइल,कोइल,KoiL,KL,1,1,4,concern,1,0,0,1.0,0.0,1,कोइल,long_tail,0,
एकाएक,एकाएक,eKaeK,KK,1,1,3,other,0,0,0,0.0,0.0,1,एकाएक,long_tail,0,
खोदते,खोदते,KoDaTe,KDT,1,1,3,activity_method,1,1,0,1.0,1.0,1,खोदते,long_tail,1,खोजते (1)
फूटाव,फूटाव,PuTaB,PTB,1,1,3,growth_stage,1,0,0,1.0,0.0,1,फूटाव,long_tail,1,फुटाव (1)
सुपर नेपियर,सुपर नेपियर,SuPaRaNePiYaR,SPRNPYR,2,1,4,crop,0,0,0,0.0,0.0,1,सुपर नेपियर,long_tail,0,
पीला पीलिया रोग,पीला पीलिया रोग,PiLaPiLiYaRoK,PLPLYRK,3,1,4,concern,0,0,0,0.0,0.0,1,पीला पीलिया रोग,phrase,0,
तरबूजे,तरबूजे,TaRaBuJe,TRBJ,1,1,4,crop,0,0,0,0.0,0.0,1,तरबूजे,long_tail,0,
रोता,रोता,RoTa,RT,1,1,4,concern,0,0,0,0.0,0.0,1,रोता,long_tail,0,
कम खाता,कम खाता,KaMaKaTa,KMKT,2,1,4,concern,0,0,0,0.0,0.0,1,कम खाता,long_tail,0,
कटल लेके,कटल लेके,KaTaLaLeKe,KTLLK,2,1,3,activity_method,1,0,0,1.0,0.0,1,कटल लेके,long_tail,1,कट (1)
बैठ जाता है,बैठ जाता है,BeTaJaTaHe,BTJTH,3,1,4,concern,0,0,0,0.0,0.0,1,बैठ जाता है,phrase,0,
चौली पत्ती,चौली पत्ती,CoLiPaTi,CLPT,2,1,4,concern,1,0,0,1.0,0.0,1,चौली पत्ती,long_tail,1,चौडी पत्ती (1)
जेठुआ लत्ती,जेठुआ लत्ती,JeTuaLaTi,JTLT,2,1,4,crop,0,0,0,0.0,0.0,1,जेठुआ लत्ती,long_tail,0,
तम्बाकी,तम्बाकी,TaMBaKi,TMBK,1,1,4,crop,1,0,0,1.0,0.0,1,तम्बाकी,long_tail,1,तंबाकू (1)
ढेर सारा,ढेर सारा,DeRaSaRa,DRSR,2,1,3,quantity_unit,0,0,0,0.0,0.0,1,ढेर सारा,long_tail,0,
बनवटरा,बनवटरा,BaNaBaTaRa,BNBTR,1,1,4,concern,1,1,0,1.0,1.0,1,बनवटरा,long_tail,1,बन वात्रा (1)
चर जाता है,चर जाता है,CaRaJaTaHe,CRJTH,3,1,3,activity_method,0,0,0,0.0,0.0,1,चर जाता है,phrase,0,
लत्तर वाले सब्जी,लत्तर वाले सब्जी,LaTaRaBaLeSaBJi,LTRBLSBJ,3,1,4,crop,0,0,0,0.0,0.0,1,लत्तर वाले सब्जी,phrase,0,
